Time
1034
114
55
110
266
126
261
391
676
40
306
59
926
95
747
348
610
67
710
118
460
236
91
617
932
308
843
198
20
1034
107
16
1310
24
372
26
145
640
114
442
1301
33
581
921
554
272
87
1062
232
1144
997
562
797
24
586
59
2
19
126
12
28
227
265
626
600
926
658
73
610
43
243
1028
13
578
537
657
239
221
187
783
250
182
480
108
1101
298
447
256
724
101
887
565
441
137
13
51
1045
23
85
278
321
581
358
1
693
435
128
266
83
949
492
25
126
87
29
433
400
300
101
47
41
417
20
30
234
67
115
364
43
39
159
896
745
471
837
260
110
41
787
659
1093
621
176
1217
18
1118
138
18
675
751
178
58
1023
211
56
1100
16
114
523
1338
27
1586
1
8
92
1121
303
1257
1720
23
93
37
168
9
1216
998
660
34
764
89
126
606
101
1405
18
512
1574
168
509
15
124
1006
656
333
9
154
478
53
56
396
847
63
90
650
17
561
355
571
1541
759
1285
35
436
64
306
374
213
244
734
675
215
150
39
425
22
731
159
157
34
504
351
963
726
751
52
3
971
650
210
296
125
204
396
21
55
3
208
178
59
156
226
78
539
297
172
572
39
1796
420
163
1113
5
223
355
283
72
66
249
319
231
35
940
424
17
1237
750
42
672
174
956
35
1
284
126
13
351
145
67
94
404
1215
405
1666
384
67
32
8
1640
272
362
141
25
38
701
1285
136
231
190
92
119
1393
339
61
1889
178
128
54
1177
55
482
148
111
492
173
25
826
50
156
11
405
164
245
31
171
50
855
397
21
140
138
29
1422
22
744
1273
96
18
146
794
1
696
1172
118
712
318
108
47
882
101
152
76
1726
62
227
59
270
105
1332
82
827
255
16
14
760
518
81
779
147
349
7
34
87
131
1177
672
103
197
63
1099
1180
21
191
685
1161
637
12
104
1
1204
139
64
29
1104
284
405
45
44
248
18
333
705
44
120
1132
161
10
200
93
332
3
387
695
1599
900
111
387
856
5
147
383
200
436
1127
77
93
450
1808
111
11
45
6
30
210
5
52
439
510
405
10
10
615
25
15
41
3
4
40
124
16
23
397
236
29
60
40
264
45
593
41
8
13
433
41
106
363
334
9
18
43
983
523
761
422
53
26
164
151
46
1041
3
166
6
24
51
19
165
1557
266
145
30
6
33
47
879
16
9
6
112
6
273
58
63
13
53
989
463
960
1324
17
8
84
445
30
230
1147
14
5
119
435
32
2
35
106
471
8
654
547
186
129
74
261
106
1368
623
416
531
29
4
1170
524
319
963
1189
281
314
7
155
1367
5
27
46
673
24
31
39
4
327
39
1024
199
278
126
41
11
100
406
442
2
1050
30
304
30
69
165
499
1728
93
21
5
650
35
642
69
832
17
8
486
1149
202
81
264
35
256
60
526
277
1
1380
31
516
1019
46
26
95
146
9
923
264
349
702
34
2
316
51
26
80
55
29
182
48
60
142
90
1585
1103
48
10
67
44
45
833
243
10
45
120
230
48
43
6
881
829
49
43
35
7
211
602
3
48
137
2
129
898
383
10
41
8
409
12
440
39
6
81
11
1
187
1
493
111
119
206
634
137
90
81
406
240
20
1110
1
237
971
609
297
379
26
52
41
702
134
7
381
210
156
167
28
1104
3
14
3
104
150
5
9
1048
130
83
456
566
114
226
40
55
27
8
23
64
14
256
157
104
64
108
9
822
189
96
104
56
81
51
450
2
827
22
535
312
18
68
12
365
13
56
220
11
81
95
352
48
120
6
4
4
26
2
1
44
17
12
17
30
6
77
186
160
10
1
4
4
31
337
25
23
5
806
115
7
366
231
5
473
17
12
37
4
249
47
24
4
56
19
6
91
37
7
260
51
1
38
17
54
189
12
2
310
22
3
735
9
59
61
24
18
1196
16
36
275
10
25
113
115
9
5
746
1064
72
13
7
12
10
55
49
35
9
135
11
2
11
3
32
46
3
189
17
46
568
43
18
143
2
25
3
10
408
16
9
55
98
67
377
5
29
55
37
172
321
18
4
18
152
1
90
3
2
42
15
55
260
77
108
19
22
63
190
74
29
36
1099
207
27
90
569
4
241
10
240
25
53
63
3
7
625
14
273
6
5
18
22
251
305
10
9
21
4
7
22
3
181
15
19
14
5
10
8
40
476
16
211
14
2
11
23
35
18
14
95
15
3
50
11
45
373
128
7
10
216
2
27
2
10
23
4
4
34
68
22
19
47
1
3
134
596
66
139
59
358
9
10
842
14
7
142
695
6
11
164
29
6
412
1
21
4
32
326
17
131
8
105
38
67
15
271
2
1
15
31
3
36
1
61
34
15
3
25
427
17
17
2
6
26
56
1
333
37
12
12
156
53
37
290
10
1
5
2
4
15
196
113
21
676
90
3
220
28
17
15
33
5
7
293
20
6
17
15
47
16
1
23
6
38
90
50
11
32
1044
6
22
4
4
1862
81
232
9
7
3
16
8
7
108
3
136
374
36
75
10
9
80
5
53
2
13
3
15
44
485
4
3
2
21
15
9
21
84
14
2
35
10
4
5
35
409
70
8
7
17
66
11
2
13
17
5
1
24
17
48
108
17
20
167
15
138
19
16
4
235
27
7
45
29
82
191
684
10
92
78
9
34
12
3
467
1441
9
17
203
13
35
1
7
15
47
41
1
5
63
2
9
11
8
16
2
15
5
20
1141
17
17
304
17
52
9
203
7
10
270
4
5
3
46
12
288
48
22
16
1390
9
421
44
21
53
11
34
593
12
4
4
13
18
7
4
67
722
93
3
183
12
102
29
9
20
11
18
12
84
22
60
24
22
22
399
444
62
76
1
12
